15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-16,8,-60
-16,8,-60
-16,8,-59
-16,8,-60
-16,8,-60
-16,8,-60
-17,8,-59
-16,8,-60
-16,8,-60
-16,8,-60
-17,8,-60
-16,8,-60
-16,8,-61
-16,8,-61
-16,8,-61
-16,8,-61
-16,8,-61
-16,8,-61
-15,8,-60
-15,8,-60
-15,8,-60
-15,8,-60
-14,8,-60
-14,8,-60
-15,8,-60
-15,8,-60
-15,8,-59
-16,8,-59
-16,8,-60
-16,9,-60
-16,9,-60
-16,9,-60
-16,9,-60
-16,9,-60
-16,9,-61
-16,9,-61
-16,9,-61
-16,10,-61
-15,10,-61
-15,10,-60
-15,10,-61
-15,10,-61
-14,11,-60
-14,11,-60
-13,11,-60
-12,11,-60
-12,11,-60
-13,11,-61
-13,11,-61
-13,11,-60
-13,11,-61
-13,11,-61
-13,12,-62
-14,11,-62
-14,11,-62
-14,11,-62
-15,11,-62
-15,10,-62
-15,11,-62
-15,11,-62
-15,11,-62
-16,11,-62
-15,11,-62
-15,11,-62
-15,11,-62
-16,11,-61
-16,11,-61
-16,11,-61
-16,11,-61
-16,11,-61
-16,11,-62
-16,11,-62
-16,11,-62
-15,11,-62
-15,11,-62
-15,11,-62
-15,11,-61
-15,11,-61
-15,11,-61
-15,10,-61
-14,10,-61
-14,10,-61
-14,10,-61
-15,10,-61
-14,10,-61
-14,10,-60
-14,10,-61
-14,10,-61
-14,10,-61
-14,10,-60
-15,10,-60
-15,10,-61
-15,10,-60
-14,10,-60
-14,10,-61
-14,10,-61
-14,10,-60
-14,9,-60
-14,10,-60
-14,10,-60
-14,9,-60
-14,10,-60
-15,9,-60
-14,9,-60
-14,9,-60
-15,9,-60
-15,10,-60
-15,10,-59
-15,10,-60
-15,10,-60
-15,10,-60
-15,9,-60
-15,9,-60
-15,9,-60
-15,9,-60
-15,10,-60
-16,9,-60
-16,9,-60
-16,9,-59
-16,10,-59
-16,10,-59
-16,10,-59
-16,10,-59
-16,10,-59
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-61
-15,10,-60
-15,10,-61
-15,10,-61
-15,10,-61
-15,10,-61
-15,10,-61
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-16,11,-60
-15,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-61
-15,10,-61
-16,10,-60
-16,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-16,10,-60
-16,11,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-61
-16,10,-60
-16,10,-61
-16,10,-60
-16,10,-60
-16,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-61
-15,10,-61
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-15,10,-60
-15,10,-60
-16,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,11,-60
-16,11,-60
-16,10,-60
-16,11,-60
-15,10,-60
-15,10,-61
-15,10,-61
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-61
-15,10,-61
-15,10,-61
-15,10,-60
-15,10,-60
-15,10,-60
-15,10,-60
-16,10,-60
-15,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
-16,10,-60
